20933,MTTO GRAL REDES HIDRAULICAS Y NEUMATICAS,13106589,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA    ESTERIDRINK,PM02,ABIE,2023-09-09 05:00:00,,,0.125,689629-1,,,,,
20933,MTTO GRAL REDES HIDRAULICAS Y NEUMATICAS,13106589,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA  LAVADORA,PM02,ABIE,2023-09-09 05:00:00,,,0.125,689629-1,,,,,
20933,MTTO GRAL REDES HIDRAULICAS Y NEUMATICAS,13106589,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA    COOLER,PM02,ABIE,2023-09-09 05:00:00,,,0.125,689629-1,,,,,
20933,MTTO GRAL REDES HIDRAULICAS Y NEUMATICAS,13106589,INSPECCION SEMANAL REDES HD 689629, ESTADO BOMBA CLORO,PM02,ABIE,2023-09-09 05:00:00,,,0.125,689629-1,,,,,
20933,MTTO GRAL REDES HIDRAULICAS Y NEUMATICAS,13106589,INSPECCION SEMANAL REDES HD 689629,ESTADO BOMBA   SALMUERA,PM02,ABIE,2023-09-09 05:00:00,,,0.125,689629-1,,,,,
20932,revision general redes electricas,13099847,INSPECCION SEMANAL REDES ELECTRICAS,REVISAR ESTADO ILUMINACION PLANTA EN GENERAL,PM02,ABIE,2023-09-02 05:00:00,,,1.5,749631-1,,,,,
20932,revision general redes electricas,13099847,INSPECCION SEMANAL REDES ELECTRICAS,TORRES EXTERIORES,PM02,ABIE,2023-09-02 05:00:00,,,1.5,749631-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,SUPER ESTRUCTURA,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,PLEGADORA FINAL,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,SISTEMA DE MORDAZAS,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,HORUGA,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,CAMARA ASEPTICA,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,SISTEMA DE LIMPIEZA,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,"SERVICIOS GENERAL (FILTROS, TERMO)",PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44561,PLAN MTTO MECA LLENAD A3-SPEED L1 519564,13099924,INSPECCION SEMANAL LLENADORA A3-SPEED,SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,alto,0.25,519564-1,,,,,
44564,PLAN MTTO MECA ACUMULA HELIX L1 51956402,13099926,INSPECCION SEMANAL ACUMULADOR HELIX,VERIFICAR CADENA DE ENTRADA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.2,51956402-1,,,,,
44564,PLAN MTTO MECA ACUMULA HELIX L1 51956402,13099926,INSPECCION SEMANAL ACUMULADOR HELIX,VERIFICAR CADENA DE SALIDA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.2,51956402-1,,,,,
44564,PLAN MTTO MECA ACUMULA HELIX L1 51956402,13099926,INSPECCION SEMANAL ACUMULADOR HELIX,ESTADO DE ARAÑA MECANICA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.2,51956402-1,,,,,
44564,PLAN MTTO MECA ACUMULA HELIX L1 51956402,13099926,INSPECCION SEMANAL ACUMULADOR HELIX,REVISAR SISTEMA NEUMATICO,PM02,ABIE,2023-09-02 05:00:00,,medio,0.2,51956402-1,,,,,
44564,PLAN MTTO MECA ACUMULA HELIX L1 51956402,13099926,INSPECCION SEMANAL ACUMULADOR HELIX,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.2,51956402-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,UNIDAD DE FUSION EN CALIENTE,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,FRENO DE  ENTRADA,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,UNIDAD DE APLICACIÓN ,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,SISTEMA NEUMATICO,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,UNIDAD DE CORTE Y PRENSADO PITILLO,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
44566,PLAN MTTO MECA APLICA PITILL L1 51956403,13106697,INSPECCION SEMANAL APLICA PITILLO SA-30,REVISION TRACCION PRINCIPAL,PM02,ABIE,2023-09-09 05:00:00,,alto,#VALUE!,51956403-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,REVISION UNIDAD DE ALIMENTACION Y AGRUPADOR,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,SISTEMA NEUMATICO,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,TRANSPORTADORES,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,UNIDAD NORDSON,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,REVISION UNIDAD WRAP AROUND,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,SISTEMA DE LUBRICACION,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,ALMACEN DE CARTON,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
35655,PLAN MTTO MECANI ENCARTONADO L1 51956404,13099865,INSPECCION SEMANAL ENCARTONADORA CBP 30,SISTEMA DE TRACCION,PM02,ABIE,2023-09-02 05:00:00,,alto,0.1111111111111111,51956404-1,,,,,
20822,PLAN MTTO MECÁNICO ESTERIDRINK 900010,13099844,INSPECCIÓN SEMANAL STERIDRINK 900010,REVISION BOMBAS,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,0.3333333333333333,900010-1,,,,,
20822,PLAN MTTO MECÁNICO ESTERIDRINK 900010,13099844,INSPECCIÓN SEMANAL STERIDRINK 900010,REVISION VALVULAS DE CONTROL Y NEUMATICAS,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,0.3333333333333333,900010-1,,,,,
20822,PLAN MTTO MECÁNICO ESTERIDRINK 900010,13099844,INSPECCIÓN SEMANAL STERIDRINK 900010,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,0.3333333333333333,900010-1,,,,,
38227,PLAN MTTO MEC. CODIFICADOR L1 589684,13111856,INSPECCION SEMANAL CODIFICADOR L1,REVISION SISTEMA HIDRAULICO,PM02,ABIE,2023-09-16 05:00:00,,medio,0.5,589684-1,,,,,
38227,PLAN MTTO MEC. CODIFICADOR L1 589684,13111856,INSPECCION SEMANAL CODIFICADOR L1,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-16 05:00:00,,medio,0.5,589684-1,,,,,
44481,PLAN MTTO MECÁNICO CODIFICADOR L4 589657,13106676,INSPECCION SEMANAL CODIFICADOR L4,REVISION SISTEMA HIDRAULICO,PM02,ABIE,2023-09-09 05:00:00,,medio,0.5,589657-1,,,,,
44481,PLAN MTTO MECÁNICO CODIFICADOR L4 589657,13106676,INSPECCION SEMANAL CODIFICADOR L4,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-09 05:00:00,,medio,0.5,589657-1,,,,,
44477,PLAN MTTO MECÁNICO CBP 32 540022,13111921,INSPECCION SEMANAL CBP 32 30 L4,ESTADO DE SISTEMA NEUMATICO,PM02,ABIE,2023-09-16 05:00:00,,alto,0.2,540022-1,,,,,
44477,PLAN MTTO MECÁNICO CBP 32 540022,13111921,INSPECCION SEMANAL CBP 32 30 L4,ESTADO DE LUBRICACION CENTRAL,PM02,ABIE,2023-09-16 05:00:00,,alto,0.2,540022-1,,,,,
44477,PLAN MTTO MECÁNICO CBP 32 540022,13111921,INSPECCION SEMANAL CBP 32 30 L4,REVISAR CADENA DE ESTACIONES,PM02,ABIE,2023-09-16 05:00:00,,alto,0.2,540022-1,,,,,
44477,PLAN MTTO MECÁNICO CBP 32 540022,13111921,INSPECCION SEMANAL CBP 32 30 L4,ESTADO DE BANDAS TRANSPORTADORAS,PM02,ABIE,2023-09-16 05:00:00,,alto,0.2,540022-1,,,,,
44477,PLAN MTTO MECÁNICO CBP 32 540022,13111921,INSPECCION SEMANAL CBP 32 30 L4,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-16 05:00:00,,alto,0.2,540022-1,,,,,
44475,PLAN MTTO MECÁNICO CAP 30 538687,13106673,INSPECCION SEMANAL CAP 30 L4,REVISAR SISTEMA NORDSON,PM02,ABIE,2023-09-09 05:00:00,,alto,0.2,538687-1,,,,,
44475,PLAN MTTO MECÁNICO CAP 30 538687,13106673,INSPECCION SEMANAL CAP 30 L4,REVISAR SISTEMA NEUMATICO,PM02,ABIE,2023-09-09 05:00:00,,alto,0.2,538687-1,,,,,
44475,PLAN MTTO MECÁNICO CAP 30 538687,13106673,INSPECCION SEMANAL CAP 30 L4,ESTADO DE LUBRICACION CENTRAL,PM02,ABIE,2023-09-09 05:00:00,,alto,0.2,538687-1,,,,,
44475,PLAN MTTO MECÁNICO CAP 30 538687,13106673,INSPECCION SEMANAL CAP 30 L4,REVISAR BANDAS TRANSPORTADORAS,PM02,ABIE,2023-09-09 05:00:00,,alto,0.2,538687-1,,,,,
44475,PLAN MTTO MECÁNICO CAP 30 538687,13106673,INSPECCION SEMANAL CAP 30 L4,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-09 05:00:00,,alto,0.2,538687-1,,,,,
28979,PALN MTTO MECA ACUMULAD HELIX L4 829867,13099861,INSPECCION SEMANAL HELIX AHX 70,VERIFICAR CADENA DE ENTRADA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.16666666666666666,829867-1,,,,,
28979,PALN MTTO MECA ACUMULAD HELIX L4 829867,13099861,INSPECCION SEMANAL HELIX AHX 70,VERIFICAR CADENA DE SALIDA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.16666666666666666,829867-1,,,,,
28979,PALN MTTO MECA ACUMULAD HELIX L4 829867,13099861,INSPECCION SEMANAL HELIX AHX 70,ESTADO DE ARAÑA MECANICA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.16666666666666666,829867-1,,,,,
28979,PALN MTTO MECA ACUMULAD HELIX L4 829867,13099861,INSPECCION SEMANAL HELIX AHX 70,REVISAR SISTEMA NEUMATICO,PM02,ABIE,2023-09-02 05:00:00,,medio,0.16666666666666666,829867-1,,,,,
28979,PALN MTTO MECA ACUMULAD HELIX L4 829867,13099861,INSPECCION SEMANAL HELIX AHX 70,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.16666666666666666,829867-1,,,,,
28979,PALN MTTO MECA ACUMULAD HELIX L4 829867,13099861,INSPECCION SEMANAL HELIX AHX 70,ESTADO DE LUBRICACION CENTRAL,PM02,ABIE,2023-09-02 05:00:00,,medio,0.16666666666666666,829867-1,,,,,
44479,PLAN MTTO MECÁNICO PASTER FLEX 690108,13099906,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR SISTEMA NEUMATICO,PM02,ABIE,2023-09-02 05:00:00,,medio,0.25,690108-1,,,,,
44479,PLAN MTTO MECÁNICO PASTER FLEX 690108,13099906,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR BOMBAS,PM02,ABIE,2023-09-02 05:00:00,,medio,0.25,690108-1,,,,,
44479,PLAN MTTO MECÁNICO PASTER FLEX 690108,13099906,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR SISTEMA DE CALENTAMIENTO  ,PM02,ABIE,2023-09-02 05:00:00,,medio,0.25,690108-1,,,,,
44479,PLAN MTTO MECÁNICO PASTER FLEX 690108,13099906,INSPECCION SEMANAL PASTEUR FLEX 690108,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,medio,0.25,690108-1,,,,,
44486,PLAN MTTO ELECTRICO FILTEC L5 599570,13063640,INSPECCION SEMANAL INSPECTOR,REVISAR CANALES DE RECHAZO,PM02,ABIE,2023-09-14 05:00:00,,alto,0.16666666666666666,599570-1,,,,,
44486,PLAN MTTO ELECTRICO FILTEC L5 599570,13063640,INSPECCION SEMANAL INSPECTOR,VIDRIO TRANSLUCIDO ,PM02,ABIE,2023-09-14 05:00:00,,alto,0.16666666666666666,599570-1,,,,,
44486,PLAN MTTO ELECTRICO FILTEC L5 599570,13063640,INSPECCION SEMANAL INSPECTOR,NIVEL ACEITE,PM02,ABIE,2023-09-14 05:00:00,,alto,0.16666666666666666,599570-1,,,,,
44486,PLAN MTTO ELECTRICO FILTEC L5 599570,13063640,INSPECCION SEMANAL INSPECTOR,BOMBA VACÍO ,PM02,ABIE,2023-09-14 05:00:00,,alto,0.16666666666666666,599570-1,,,,,
44486,PLAN MTTO ELECTRICO FILTEC L5 599570,13063640,INSPECCION SEMANAL INSPECTOR,REVISAR SISTEMA DE TRACCION,PM02,ABIE,2023-09-14 05:00:00,,alto,0.16666666666666666,599570-1,,,,,
44486,PLAN MTTO ELECTRICO FILTEC L5 599570,13063640,INSPECCION SEMANAL INSPECTOR,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-14 05:00:00,,alto,0.16666666666666666,599570-1,,,,,
44283,PLAN MTTO MECÁNICO LENADORA USB 900038,13106658,INSPECCIÓN SEMANAL LLENADORA 900038,REVISION SISTEMA DE TRACCION ,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,900038-1,,,,,
44283,PLAN MTTO MECÁNICO LENADORA USB 900038,13106658,INSPECCIÓN SEMANAL LLENADORA 900038,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,900038-1,,,,,
44283,PLAN MTTO MECÁNICO LENADORA USB 900038,13106658,INSPECCIÓN SEMANAL LLENADORA 900038,REVISION SISTEMA DE LLENADO GENERAL,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,900038-1,,,,,
44283,PLAN MTTO MECÁNICO LENADORA USB 900038,13106658,INSPECCIÓN SEMANAL LLENADORA 900038,PLATINAS DEL TAZÓN,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,900038-1,,,,,
44283,PLAN MTTO MECÁNICO LENADORA USB 900038,13106658,INSPECCIÓN SEMANAL LLENADORA 900038,CORREAS DENTADAS,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,900038-1,,,,,
44492,PLAN MTTO MECANICO DESEMPACADO L5 900037,13099910,INSPECCION SEMANAL DESEMPACADORA 900037,REVISAR ESTADO CABEZAL GENERAL,PM02,ABIE,2023-09-03 05:00:00,,alto,0.3333333333333333,900037-1,,,,,
44492,PLAN MTTO MECANICO DESEMPACADO L5 900037,13099910,INSPECCION SEMANAL DESEMPACADORA 900037,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-03 05:00:00,,alto,0.3333333333333333,900037-1,,,,,
44492,PLAN MTTO MECANICO DESEMPACADO L5 900037,13099910,INSPECCION SEMANAL DESEMPACADORA 900037,REVISAR SISTEMA NEUMATICO,PM02,ABIE,2023-09-03 05:00:00,,alto,0.3333333333333333,900037-1,,,,,
44399,PLAN MTTO MECÁNICO CORONADORA 900039,13099892,INSPECIÓN SEMANAL CORONADORA 900039,REVISION DE ESTRELLAS,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,#VALUE!,900039-1,,,,,
44399,PLAN MTTO MECÁNICO CORONADORA 900039,13099892,INSPECIÓN SEMANAL CORONADORA 900039,REVISION DE GUIAS EN GENERAL,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,#VALUE!,900039-1,,,,,
44399,PLAN MTTO MECÁNICO CORONADORA 900039,13099892,INSPECIÓN SEMANAL CORONADORA 900039,REVISION ROSCARDORES EN GENERAL,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,#VALUE!,900039-1,,,,,
44399,PLAN MTTO MECÁNICO CORONADORA 900039,13099892,INSPECIÓN SEMANAL CORONADORA 900039,REVISION DOSIFICACION DE TAPA,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,#VALUE!,900039-1,,,,,
44399,PLAN MTTO MECÁNICO CORONADORA 900039,13099892,INSPECIÓN SEMANAL CORONADORA 900039,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-02 05:00:00,,Muy elevado,#VALUE!,900039-1,,,,,
44431,PLAN MTTO MECÁNICO LAVADORA BOT. 508166,13106661,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DE LAS PUNTERAS,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,508166-1,,,,,
44431,PLAN MTTO MECÁNICO LAVADORA BOT. 508166,13106661,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DEL ENCANASTADO,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,508166-1,,,,,
44431,PLAN MTTO MECÁNICO LAVADORA BOT. 508166,13106661,INSPECCIÓN SEMANAL LAVADORA 508166,REVISION CARGUE Y DESCARGUE,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,508166-1,,,,,
44431,PLAN MTTO MECÁNICO LAVADORA BOT. 508166,13106661,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO DE TANQUES LAVADORA ,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,508166-1,,,,,
44431,PLAN MTTO MECÁNICO LAVADORA BOT. 508166,13106661,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO MOTORES Y BOMBAS,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,508166-1,,,,,
44431,PLAN MTTO MECÁNICO LAVADORA BOT. 508166,13106661,INSPECCIÓN SEMANAL LAVADORA 508166,ESTADO  COCHES DE ENJUAGUE,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,508166-1,,,,,
44439,PLAN MTTO MECÁNICO TRANS BOT L5 900041,13111896,INSPECCIÓN SEMANAL TRANS BOTELLAS L5,REVISION CADENAS Y REDUCTORES,PM02,ABIE,2023-09-16 05:00:00,,alto,1.5,900041-1,,,,,
44439,PLAN MTTO MECÁNICO TRANS BOT L5 900041,13111896,INSPECCIÓN SEMANAL TRANS BOTELLAS L5,REVISION SISTEMA ELECTRICO Y MOTORES,PM02,ABIE,2023-09-16 05:00:00,,alto,1.5,900041-1,,,,,
21860,PLAN MTTO ELÉCTRICO CODIF. L5 90004101,13106599,INSPECCIÓN SEMANAL CODIF. L5 90004101,REVISION SISTEMA HIDRAULICO,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,90004101-1,,,,,
21860,PLAN MTTO ELÉCTRICO CODIF. L5 90004101,13106599,INSPECCIÓN SEMANAL CODIF. L5 90004101,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-09 05:00:00,,Muy elevado,#VALUE!,90004101-1,,,,,
44436,PLAN MTTO MECÁNICO COOLER L5 900040,13111888,INSPECCIÓN SEMANAL COOLER L5 900040,REVISAR SISTEMA DE CONTROL Y POTENCIA,PM02,ABIE,2023-09-16 05:00:00,,Muy elevado,#VALUE!,900040-1,,,,,
44436,PLAN MTTO MECÁNICO COOLER L5 900040,13111888,INSPECCIÓN SEMANAL COOLER L5 900040,BANDA TRANSPORTADORA,PM02,ABIE,2023-09-16 05:00:00,,Muy elevado,#VALUE!,900040-1,,,,,
44436,PLAN MTTO MECÁNICO COOLER L5 900040,13111888,INSPECCIÓN SEMANAL COOLER L5 900040,ESTADO EXTRACTORES Y DUCHAS,PM02,ABIE,2023-09-16 05:00:00,,Muy elevado,#VALUE!,900040-1,,,,,
44433,PLAN MTTO MECÁNICO EMPACADORA L5 540008,13099895,INSPECCION SEMANAL EMPACADORA 540008,REVISAR ESTADO CABEZAL GENERAL,PM02,ABIE,2023-09-02 05:00:00,,alto,0.3333333333333333,540008-1,,,,,
