0021,LUX BOGOTÁ,0021-LINEA 1,LINEA DE ENVASADO NRO 1    PET,90022601,ELEVADOR DE TAPA,20066,INSPECC. GENERAL SEMANAL ELEVADOR  TAPA,13108099,Inspec. general semanal elevador tapa,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 4,LINEA DE ENVASADO NRO 4    PET,820145,SISTEMA SECADOR,20176,INSPECC. GENERAL SEMANAL SISTEMA SECADOR,13108118,Inspec. general semanal sistema secador,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 5,LINEA DE ENVASADO  PET N.R. KRONES,829669,TRANSPORTADOR DE PALETS,20278,INSPECC. GENERAL SEMANAL TRANSP. PALET,13108121,Inspec. general semanal transp. palet,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946549,TINA  4 PREPARACION TETRAPAK AREA 224,20507,INSPECCION GRAL SEMANAL TK AREA 224,13108141,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,900504,TETRA ALCIP,29482,INSPECCION SEMANAL TETRA ALCIP,13108375,INSPECCCION GRAL SEMANAL TETRA ALCIP,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.2
0021,LUX BOGOTÁ,0021-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,900504,TETRA ALCIP,29482,INSPECCION SEMANAL TETRA ALCIP,13108376,INSPECCCION GRAL SEMANAL TETRA ALCIP,sin especificar,PM02,ABIE,2023-09-14 05:00:00,,0,0.2
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946549,TINA  4 PREPARACION TETRAPAK AREA 224,20507,INSPECCION GRAL SEMANAL TK AREA 224,13108142,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,PM02,ABIE,2023-09-15 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,900113,MANEJO PULPA Y FRUTA ASEPTICA AREA 111,12579,INSPECCION GRAL SEMANAL AREA 111,13107948,INSPECCCION GRAL SEMANAL AREA 111,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.5
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,69961405,TINA  2 PREPARACION DUPONT  AREA 225,20508,INSPECCION GRAL SEMANAL AREA 225,13108146,INSPECCCION GRAL SEMANAL AREA 225,sin especificar,PM02,ABIE,2023-09-15 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946539,TANQUE DE AGUA FRESCA  AREA 291,20502,INSPECCION GRAL SEMANAL TK AGUA FRESCA,13108133,INSPECCCION GRAL SEMANAL TK AGUA FRESCA,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946543,TANQUE PREPAR  INGREDIENTS FRIO AREA 221,20503,INSPECCION GRAL SEMANAL TK FRIO AREA 291,13108134,INSPECCCION GRAL SEMANAL TK FRIO AREA 29,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946543,TANQUE PREPAR  INGREDIENTS FRIO AREA 221,20503,INSPECCION GRAL SEMANAL TK FRIO AREA 291,13108135,INSPECCCION GRAL SEMANAL TK FRIO AREA 29,sin especificar,PM02,ABIE,2023-09-15 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946544,TANQUE PREPAR  INGREDI CALIENTE AREA 221,20504,INSPECCION GRAL SEMANAL TK CALIENTE A291,13108136,INSPECCCION GRAL SEMANAL TK CALIENTE A29,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946547,TINA  2 PREPARACION TETRAPAK AREA 224,20505,INSPECCION GRAL SEMANAL TK AREA 224,13108139,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,829071,COMPRESOR DE REFRIGERACIÓN - TORNILLO 2,21070,INSPECCION SEMANAL COMPRESOR REFRIGERACI,13108184,INSPECCCION GRAL SEMANAL COMPRESOR REFRI,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,669145,TORRE DE ENFRIAMIENTO -TETRAPACK,20510,INSPECCION GRAL SEMANAL TORRE ENFRIAMIEN,13108147,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,669457,TORRE DE ENFRIAMIENTO -TETRAPACK,20858,INSPECCION GRAL SEMANAL TORRE ENFRIAMIEN,13108148,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,659642,RECIBIDOR DE AMONIACO,20987,INSPECCION GRAL SEMANAL RECIBIDOR AMONIA,13108159,INSPECCCION GRAL SEMANAL RECIBIDOR AMONI,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 5,LINEA DE ENVASADO  PET N.R. KRONES,829669,TRANSPORTADOR DE PALETS,20278,INSPECC. GENERAL SEMANAL TRANSP. PALET,13108122,Inspec. general semanal transp. palet,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 5,LINEA DE ENVASADO  PET N.R. KRONES,829668,TRANSPORTADOR DE PAQUETES,20284,INSPECC. GENERAL SEMANAL TRANSP. PAQUETE,13108124,Inspec. general semanal transp. paquetes,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,90011301,TINA DE RECONSTITUCION PULPA AREA 111,20476,INSPECCION GRAL SEMANAL TK AREA 111,13108125,INSPECCCION GRAL SEMANAL TK AREA 111,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,90011302,TINA DE RECONSTITUCION PULPA AREA 111,20477,INSPECCION GRAL SEMANAL TK 02 AREA 111,13108126,INSPECCCION GRAL SEMANAL TK 02 AREA 111,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946536,TANQUE DE SOLUCION ALCALINA  AREA 291,20479,INSPECCION GRAL SEMANAL TANQUE SODA A291,13108128,INSPECCCION GRAL SEMANAL TK SODA AREA 29,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946538,TANQUE DE AGUA RECUPERADA  AREA 291,20501,INSPECCION GRAL SEMANAL TK AGUA RECUPERA,13108132,INSPECCCION GRAL SEMANAL TK AGUA RECUPE,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 4,LINEA DE ENVASADO NRO 4    PET,829663,TRANSPORTADOR DE TAPAS,20068,INSPECC. GENERAL SEMANAL TRANSP. TAPAS,13108106,Inspec. general semanal transp. de tapas,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638569,CONDENSADOR EVAPORATIVO 1,20999,INSPECCION GRAL SEMANAL CONDENSADOR EVAP,13108177,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,669457,TORRE DE ENFRIAMIENTO -TETRAPACK,20858,INSPECCION GRAL SEMANAL TORRE ENFRIAMIEN,13108149,INSPECCCION GRAL SEMANAL TORRE ENFRIAMIE,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,70946512,TANQUE SUBTERRANEO No 1 ACUEDUCTO 150 M3,20924,INSPECCION GRAL SEMANAL TK 1 ACUEDUCTO,13108153,INSPECCCION GRAL SEMANAL TK 1 ACUEDUCTO,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74955304,TRANSFORMADOR 6000KVA 34.5/11.4KV,20997,INSPECCION SEMANAL TRANSFORMADOR,13108172,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638570,CONDENSADOR EVAPORATIVO 2,21000,INSPECCION GRAL SEMANAL CONDENSADOR EVAP,13108178,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,829070,COMPRESOR DE REFRIGERACIÓN - TORNILLO 1,21069,INSPECCION SEMANAL COMPRESOR REFRIGERACI,13108181,INSPECCCION GRAL SEMANAL COMPRESOR REFRI,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,70946532,TANQUE ALMACENAMIENTO AIRE,21094,INSPECCION GRAL SEMANAL TK ALMACEN AIRE,13108186,INSPECCCION GRAL SEMANAL TK ALMACEN AIRE,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 5,LINEA DE ENVASADO  PET N.R. KRONES,900134,TRANSPORTADOR DE TAPAS,20069,INSPECC. GENERAL SEMANAL TRANSP. TAPA,13108110,Inspec. general semanal transp. tapa,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 4,LINEA DE ENVASADO NRO 4    PET,829663,TRANSPORTADOR DE TAPAS,20068,INSPECC. GENERAL SEMANAL TRANSP. TAPAS,13108107,Inspec. general semanal transp. de tapas,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,70946532,TANQUE ALMACENAMIENTO AIRE,21094,INSPECCION GRAL SEMANAL TK ALMACEN AIRE,13108187,INSPECCCION GRAL SEMANAL TK ALMACEN AIRE,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74925301,SUBESTACION ELECTRICA SOPLADO PET EQ. 5,21096,INSPECCION SEMANAL SUBESTACION ELECT PET,13108190,INSPECCCION GRAL SEMANAL SUBESTACION PET,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74925302,SUBESTACION ELECTRICA PLANTA DE AGUAS,21097,INSPECCION SEMANAL SUBESTACION ELECT PTA,13108191,INSPECCCION GRAL SEMANAL SUBESTACION PTA,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519549,LLENADORA,23098,PLAN MTTO PREVENTIVO LLENADORA L-2,13108194,Inspec. general semanaL llenadora,sin especificar,PM02,ABIE,2023-09-15 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,819102,DEPALETIZADORA,23099,INSPECC. GENERAL SEMANAL DEPALETIZADORA,13108196,Inspec. general semanal depaletizadora,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519548,PROCESADOR DE BEBIDA,23119,INSPECC. GENERAL SEMANAL PROCE.  BEBIDA,13108198,Inspec. general semanalProcesador bebida,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PLANTA DE AGUA,TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946550,TANQUE ALMAC  AGUA ACUEDUCTO LB01,23357,INSPECCION GRAL SEMANAL TANQUE LB01,13108202,INSPECCCION GRAL SEMANAL TANQUE LB01,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PLANTA DE AGUA,TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946551,TANQUE ALMAC  AGUA SUAVIZADA LB02,23358,INSPECCION GRAL SEMANAL TANQUE LB02,13108204,INSPECCCION GRAL SEMANAL TANQUE LB02,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PLANTA DE AGUA,TRATAMIENTO DE AGUA ENVASADO GASEOSAS,70946552,TANQUE ALMAC  AGUA POZO LB03,23359,INSPECCION GRAL SEMANAL TANQUE LB03,13108205,INSPECCCION GRAL SEMANAL TANQUE LB03,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,599595,INSPECTOR DE BOTELLAS VACIAS,23402,MTTO MECANICO INSPECTOR BOT. VACIAS,13068889,MTTO GENERAL INSPECTOR DE BOTELLAS VAC.,sin especificar,PM02,LIB.,2023-09-13 05:00:00,,0,2
0021,LUX BOGOTÁ,0021-LINEA 1,LINEA DE ENVASADO NRO 1    PET,900154,ALMACEN DE PALLETS,20020,INSPECC. GENERAL SEMANAL ALMACEN PALET,13108097,Inspec. general semanal almacen de pa,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,69961405,TINA  2 PREPARACION DUPONT  AREA 225,20508,INSPECCION GRAL SEMANAL AREA 225,13108145,INSPECCCION GRAL SEMANAL AREA 225,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946548,TINA  3 PREPARACION TETRAPAK AREA 224,20506,INSPECCION GRAL SEMANAL TK AREA 224,13108140,INSPECCCION GRAL SEMANAL TK AREA 224,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,599594,INSPECTOR DE BOTELLAS LLENAS,23401,MTTO MECANICO INSP. BOTELLAS,13068993,MTTO GENERAL INSPECTOR DE BOTELLAS LLE.,sin especificar,PM02,LIB.,2023-09-13 05:00:00,,0,2
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,679351,PLANTA ELECTRICA CATERPILLAR 3516,20914,INSPECCION GRAL SEMANAL PLANTA ELECTRIC,13108151,INSPECCCION GRAL SEMANAL PLANTA ELECTRIC,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74925301,SUBESTACION ELECTRICA SOPLADO PET EQ. 5,21096,INSPECCION SEMANAL SUBESTACION ELECT PET,13108189,INSPECCCION GRAL SEMANAL SUBESTACION PET,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74925302,SUBESTACION ELECTRICA PLANTA DE AGUAS,21097,INSPECCION SEMANAL SUBESTACION ELECT PTA,13108192,INSPECCCION GRAL SEMANAL SUBESTACION PTA,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 2,LINEA DE ENVASADO NRO 2    VIDRIO 300 NR,519548,PROCESADOR DE BEBIDA,23119,INSPECC. GENERAL SEMANAL PROCE.  BEBIDA,13108199,Inspec. general semanalProcesador bebida,sin especificar,PM02,ABIE,2023-09-14 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74955306,TRANSFORMADOR 2000 KVA 11.4KV/230V,20998,INSPECCION SEMANAL TRANSFORMADOR,13108174,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74955304,TRANSFORMADOR 6000KVA 34.5/11.4KV,20997,INSPECCION SEMANAL TRANSFORMADOR,13108173,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,74955306,TRANSFORMADOR 2000 KVA 11.4KV/230V,20998,INSPECCION SEMANAL TRANSFORMADOR,13108175,INSPECCCION GRAL SEMANAL TRANSFORMADOR,sin especificar,PM02,ABIE,2023-09-13 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,638570,CONDENSADOR EVAPORATIVO 2,21000,INSPECCION GRAL SEMANAL CONDENSADOR EVAP,13108179,INSPECCCION GRAL SEMANAL CONDENSADOR EVA,sin especificar,PM02,ABIE,2023-09-14 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 3,LINEA DE ENVASADO NRO 3    PET,51954002,ELEVADOR DE TAPA,20067,INSPECC. GENERAL SEMANAL ELEVADOR  TAPA,13108101,Inspec. general semanal elevador tapa,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,70946537,TANQUE DE SOLUCION ACIDA  AREA 291,20480,INSPECCION GRAL SEMANAL TANQUE ACID A291,13108130,INSPECCCION GRAL SEMANAL TK ACIDO A291,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 1,LINEA DE ENVASADO NRO 1    PET,900151,ENFARDADORA,14394,INSPECC. GENERAL SEMANAL ENFARDADORA,13108001,INSPECCCION GRAL SEMANAL EMPACADORA,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.5
0021,LUX BOGOTÁ,0021-LINEA 1,LINEA DE ENVASADO NRO 1    PET,900227,CAPSULADORA,20017,INSPECC. GENERAL SEMANAL CAPSULADORA,13108085,Inspec. general semanal Capsuladora,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,679345,PLANTA ELECTRICA,15911,INSPEC.GENERAL SEMANAL PLANTA ELEC SAP,13108005,INSPECCCION GRAL SEMANAL PLANTA ELECTRIC,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 4,LINEA DE ENVASADO NRO 4    PET,829662,TRANSPORTADOR AEREO,14353,INSPECC. GENERAL SEMANAL TRANSP. AEREO,13107976,Inspec. general semanal transp. aereo,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 1,LINEA DE ENVASADO NRO 1    PET,900227,CAPSULADORA,20017,INSPECC. GENERAL SEMANAL CAPSULADORA,13108086,Inspec. general semanal Capsuladora,sin especificar,PM02,ABIE,2023-09-14 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 1,LINEA DE ENVASADO NRO 1    PET,829658,TRANSPORTADOR BOTELLAS LLENAS,19988,INSPECC. GENERAL SEMANAL TRANSP. BOTELLA,13108083,Inspec. general semanal transp. botellas,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 4,LINEA DE ENVASADO NRO 4    PET,829662,TRANSPORTADOR AEREO,14353,INSPECC. GENERAL SEMANAL TRANSP. AEREO,13107975,Inspec. general semanal transp. aereo,sin especificar,PM02,ABIE,2023-09-11 05:00:00,,0,0.1
0021,LUX BOGOTÁ,0021-LINEA 4,LINEA DE ENVASADO NRO 4    PET,829664,TRANSPORTADOR DE BOTELLAS LLENAS,14365,INSPECC. GENERAL SEMANAL TRANSP. BOTELLA,13107980,Inspec. general semanal transp. botellas,sin especificar,PM02,ABIE,2023-09-12 05:00:00,,0,0.1
